[2024-01-05T12:00:24.889+0000] {taskinstance.py:1957} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: load_data_parquet.load_data_order_products__prior manual__2024-01-05T12:00:08.484737+00:00 [queued]>
[2024-01-05T12:00:24.906+0000] {taskinstance.py:1957} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: load_data_parquet.load_data_order_products__prior manual__2024-01-05T12:00:08.484737+00:00 [queued]>
[2024-01-05T12:00:24.907+0000] {taskinstance.py:2171} INFO - Starting attempt 1 of 1
[2024-01-05T12:00:24.937+0000] {taskinstance.py:2192} INFO - Executing <Task(PythonOperator): load_data_order_products__prior> on 2024-01-05 12:00:08.484737+00:00
[2024-01-05T12:00:24.945+0000] {standard_task_runner.py:60} INFO - Started process 66 to run task
[2024-01-05T12:00:24.951+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'load_data_parquet', 'load_data_order_products__prior', 'manual__2024-01-05T12:00:08.484737+00:00', '--job-id', '3', '--raw', '--subdir', 'DAGS_FOLDER/load_data_parquet.py', '--cfg-path', '/tmp/tmp690sevui']
[2024-01-05T12:00:24.955+0000] {standard_task_runner.py:88} INFO - Job 3: Subtask load_data_order_products__prior
[2024-01-05T12:00:25.054+0000] {task_command.py:423} INFO - Running <TaskInstance: load_data_parquet.load_data_order_products__prior manual__2024-01-05T12:00:08.484737+00:00 [running]> on host e80d60e00ebe
[2024-01-05T12:00:25.192+0000] {taskinstance.py:2481} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='load_data_parquet' AIRFLOW_CTX_TASK_ID='load_data_order_products__prior' AIRFLOW_CTX_EXECUTION_DATE='2024-01-05T12:00:08.484737+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-01-05T12:00:08.484737+00:00'
[2024-01-05T12:00:25.217+0000] {logging_mixin.py:188} INFO - starting:order_products__prior
[2024-01-05T12:15:27.385+0000] {logging_mixin.py:188} INFO - loading chunk:278
[2024-01-05T12:15:30.083+0000] {logging_mixin.py:188} INFO - loading chunk:279
[2024-01-05T12:15:32.621+0000] {logging_mixin.py:188} INFO - loading chunk:280
[2024-01-05T12:15:35.196+0000] {logging_mixin.py:188} INFO - loading chunk:281
[2024-01-05T12:15:37.728+0000] {logging_mixin.py:188} INFO - loading chunk:282
[2024-01-05T12:15:40.295+0000] {logging_mixin.py:188} INFO - loading chunk:283
[2024-01-05T12:15:42.919+0000] {logging_mixin.py:188} INFO - loading chunk:284
[2024-01-05T12:15:45.575+0000] {logging_mixin.py:188} INFO - loading chunk:285
[2024-01-05T12:15:48.135+0000] {logging_mixin.py:188} INFO - loading chunk:286
[2024-01-05T12:15:50.668+0000] {logging_mixin.py:188} INFO - loading chunk:287
[2024-01-05T12:15:53.270+0000] {logging_mixin.py:188} INFO - loading chunk:288
[2024-01-05T12:15:56.129+0000] {logging_mixin.py:188} INFO - loading chunk:289
[2024-01-05T12:15:58.934+0000] {logging_mixin.py:188} INFO - loading chunk:290
[2024-01-05T12:16:01.847+0000] {logging_mixin.py:188} INFO - loading chunk:291
[2024-01-05T12:16:04.649+0000] {logging_mixin.py:188} INFO - loading chunk:292
[2024-01-05T12:16:08.160+0000] {logging_mixin.py:188} INFO - loading chunk:293
[2024-01-05T12:16:11.314+0000] {logging_mixin.py:188} INFO - loading chunk:294
[2024-01-05T12:16:14.659+0000] {logging_mixin.py:188} INFO - loading chunk:295
[2024-01-05T12:16:18.152+0000] {logging_mixin.py:188} INFO - loading chunk:296
[2024-01-05T12:16:21.532+0000] {logging_mixin.py:188} INFO - loading chunk:297
[2024-01-05T12:16:24.981+0000] {logging_mixin.py:188} INFO - loading chunk:298
[2024-01-05T12:16:28.352+0000] {logging_mixin.py:188} INFO - loading chunk:299
[2024-01-05T12:16:32.691+0000] {logging_mixin.py:188} INFO - loading chunk:300
[2024-01-05T12:16:36.063+0000] {logging_mixin.py:188} INFO - loading chunk:301
[2024-01-05T12:16:39.709+0000] {logging_mixin.py:188} INFO - loading chunk:302
[2024-01-05T12:16:43.320+0000] {logging_mixin.py:188} INFO - loading chunk:303
[2024-01-05T12:16:46.729+0000] {logging_mixin.py:188} INFO - loading chunk:304
[2024-01-05T12:16:50.258+0000] {logging_mixin.py:188} INFO - loading chunk:305
[2024-01-05T12:16:53.724+0000] {logging_mixin.py:188} INFO - loading chunk:306
[2024-01-05T12:16:57.426+0000] {logging_mixin.py:188} INFO - loading chunk:307
[2024-01-05T12:17:00.649+0000] {logging_mixin.py:188} INFO - loading chunk:308
[2024-01-05T12:17:04.746+0000] {logging_mixin.py:188} INFO - loading chunk:309
[2024-01-05T12:17:08.112+0000] {logging_mixin.py:188} INFO - loading chunk:310
[2024-01-05T12:17:11.093+0000] {logging_mixin.py:188} INFO - loading chunk:311
[2024-01-05T12:17:14.369+0000] {logging_mixin.py:188} INFO - loading chunk:312
[2024-01-05T12:17:17.876+0000] {logging_mixin.py:188} INFO - loading chunk:313
[2024-01-05T12:17:23.640+0000] {logging_mixin.py:188} INFO - loading chunk:314
[2024-01-05T12:17:28.394+0000] {logging_mixin.py:188} INFO - loading chunk:315
[2024-01-05T12:17:32.299+0000] {logging_mixin.py:188} INFO - loading chunk:316
[2024-01-05T12:17:36.395+0000] {logging_mixin.py:188} INFO - loading chunk:317
[2024-01-05T12:17:40.299+0000] {logging_mixin.py:188} INFO - loading chunk:318
[2024-01-05T12:17:43.871+0000] {logging_mixin.py:188} INFO - loading chunk:319
[2024-01-05T12:17:47.472+0000] {logging_mixin.py:188} INFO - loading chunk:320
[2024-01-05T12:17:51.229+0000] {logging_mixin.py:188} INFO - loading chunk:321
[2024-01-05T12:17:54.755+0000] {logging_mixin.py:188} INFO - loading chunk:322
[2024-01-05T12:17:58.484+0000] {logging_mixin.py:188} INFO - loading chunk:323
[2024-01-05T12:18:02.951+0000] {logging_mixin.py:188} INFO - loading chunk:324
[2024-01-05T12:18:04.617+0000] {python.py:201} INFO - Done. Returned value was: None
[2024-01-05T12:18:04.666+0000] {taskinstance.py:1138} INFO - Marking task as SUCCESS. dag_id=load_data_parquet, task_id=load_data_order_products__prior, execution_date=20240105T120008, start_date=20240105T120024, end_date=20240105T121804
[2024-01-05T12:18:04.811+0000] {local_task_job_runner.py:234} INFO - Task exited with return code 0
[2024-01-05T12:18:05.141+0000] {taskinstance.py:3281} INFO - 0 downstream tasks scheduled from follow-on schedule check
