[2024-01-05T11:21:06.657+0000] {taskinstance.py:1957} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: load_data_parquet.load_data_order_products__prior manual__2024-01-05T11:20:45.850362+00:00 [queued]>
[2024-01-05T11:21:06.673+0000] {taskinstance.py:1957} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: load_data_parquet.load_data_order_products__prior manual__2024-01-05T11:20:45.850362+00:00 [queued]>
[2024-01-05T11:21:06.673+0000] {taskinstance.py:2171} INFO - Starting attempt 1 of 1
[2024-01-05T11:21:06.699+0000] {taskinstance.py:2192} INFO - Executing <Task(PythonOperator): load_data_order_products__prior> on 2024-01-05 11:20:45.850362+00:00
[2024-01-05T11:21:06.706+0000] {standard_task_runner.py:60} INFO - Started process 464 to run task
[2024-01-05T11:21:06.711+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'load_data_parquet', 'load_data_order_products__prior', 'manual__2024-01-05T11:20:45.850362+00:00', '--job-id', '29', '--raw', '--subdir', 'DAGS_FOLDER/load_data_parquet.py', '--cfg-path', '/tmp/tmp2djpnfm3']
[2024-01-05T11:21:06.716+0000] {standard_task_runner.py:88} INFO - Job 29: Subtask load_data_order_products__prior
[2024-01-05T11:21:06.803+0000] {task_command.py:423} INFO - Running <TaskInstance: load_data_parquet.load_data_order_products__prior manual__2024-01-05T11:20:45.850362+00:00 [running]> on host edef6e683abd
[2024-01-05T11:21:06.952+0000] {taskinstance.py:2481} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='load_data_parquet' AIRFLOW_CTX_TASK_ID='load_data_order_products__prior' AIRFLOW_CTX_EXECUTION_DATE='2024-01-05T11:20:45.850362+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-01-05T11:20:45.850362+00:00'
[2024-01-05T11:21:06.977+0000] {logging_mixin.py:188} INFO - starting:order_products__prior
[2024-01-05T11:26:52.894+0000] {logging_mixin.py:188} INFO - loading chunk:199
[2024-01-05T11:26:53.305+0000] {logging_mixin.py:188} INFO - loading chunk:200
[2024-01-05T11:26:53.803+0000] {logging_mixin.py:188} INFO - loading chunk:201
[2024-01-05T11:26:54.190+0000] {logging_mixin.py:188} INFO - loading chunk:202
[2024-01-05T11:26:54.789+0000] {logging_mixin.py:188} INFO - loading chunk:203
[2024-01-05T11:26:55.195+0000] {logging_mixin.py:188} INFO - loading chunk:204
[2024-01-05T11:26:55.507+0000] {logging_mixin.py:188} INFO - loading chunk:205
[2024-01-05T11:26:55.924+0000] {logging_mixin.py:188} INFO - loading chunk:206
[2024-01-05T11:26:56.196+0000] {logging_mixin.py:188} INFO - loading chunk:207
[2024-01-05T11:26:56.472+0000] {logging_mixin.py:188} INFO - loading chunk:208
[2024-01-05T11:26:56.723+0000] {logging_mixin.py:188} INFO - loading chunk:209
[2024-01-05T11:26:56.968+0000] {logging_mixin.py:188} INFO - loading chunk:210
[2024-01-05T11:26:57.221+0000] {logging_mixin.py:188} INFO - loading chunk:211
[2024-01-05T11:26:57.619+0000] {logging_mixin.py:188} INFO - loading chunk:212
[2024-01-05T11:26:57.914+0000] {logging_mixin.py:188} INFO - loading chunk:213
[2024-01-05T11:26:58.194+0000] {logging_mixin.py:188} INFO - loading chunk:214
[2024-01-05T11:26:58.501+0000] {logging_mixin.py:188} INFO - loading chunk:215
[2024-01-05T11:26:58.926+0000] {logging_mixin.py:188} INFO - loading chunk:216
[2024-01-05T11:26:59.211+0000] {logging_mixin.py:188} INFO - loading chunk:217
[2024-01-05T11:26:59.489+0000] {logging_mixin.py:188} INFO - loading chunk:218
[2024-01-05T11:26:59.754+0000] {logging_mixin.py:188} INFO - loading chunk:219
[2024-01-05T11:27:00.006+0000] {logging_mixin.py:188} INFO - loading chunk:220
[2024-01-05T11:27:00.365+0000] {logging_mixin.py:188} INFO - loading chunk:221
[2024-01-05T11:27:00.644+0000] {logging_mixin.py:188} INFO - loading chunk:222
[2024-01-05T11:27:00.912+0000] {logging_mixin.py:188} INFO - loading chunk:223
[2024-01-05T11:27:01.166+0000] {logging_mixin.py:188} INFO - loading chunk:224
[2024-01-05T11:27:01.411+0000] {logging_mixin.py:188} INFO - loading chunk:225
[2024-01-05T11:27:01.835+0000] {logging_mixin.py:188} INFO - loading chunk:226
[2024-01-05T11:27:02.151+0000] {logging_mixin.py:188} INFO - loading chunk:227
[2024-01-05T11:27:02.417+0000] {logging_mixin.py:188} INFO - loading chunk:228
[2024-01-05T11:27:02.906+0000] {logging_mixin.py:188} INFO - loading chunk:229
[2024-01-05T11:27:03.138+0000] {logging_mixin.py:188} INFO - loading chunk:230
[2024-01-05T11:27:03.526+0000] {logging_mixin.py:188} INFO - loading chunk:231
[2024-01-05T11:27:03.847+0000] {logging_mixin.py:188} INFO - loading chunk:232
[2024-01-05T11:27:04.152+0000] {logging_mixin.py:188} INFO - loading chunk:233
[2024-01-05T11:27:04.454+0000] {logging_mixin.py:188} INFO - loading chunk:234
[2024-01-05T11:27:04.737+0000] {logging_mixin.py:188} INFO - loading chunk:235
[2024-01-05T11:27:05.189+0000] {logging_mixin.py:188} INFO - loading chunk:236
[2024-01-05T11:27:05.466+0000] {logging_mixin.py:188} INFO - loading chunk:237
[2024-01-05T11:27:05.733+0000] {logging_mixin.py:188} INFO - loading chunk:238
[2024-01-05T11:27:05.976+0000] {logging_mixin.py:188} INFO - loading chunk:239
[2024-01-05T11:27:06.223+0000] {logging_mixin.py:188} INFO - loading chunk:240
[2024-01-05T11:27:06.489+0000] {logging_mixin.py:188} INFO - loading chunk:241
[2024-01-05T11:27:06.885+0000] {logging_mixin.py:188} INFO - loading chunk:242
[2024-01-05T11:27:07.157+0000] {logging_mixin.py:188} INFO - loading chunk:243
[2024-01-05T11:27:07.486+0000] {logging_mixin.py:188} INFO - loading chunk:244
[2024-01-05T11:27:07.860+0000] {logging_mixin.py:188} INFO - loading chunk:245
[2024-01-05T11:27:08.318+0000] {logging_mixin.py:188} INFO - loading chunk:246
[2024-01-05T11:27:08.625+0000] {logging_mixin.py:188} INFO - loading chunk:247
[2024-01-05T11:27:08.900+0000] {logging_mixin.py:188} INFO - loading chunk:248
[2024-01-05T11:27:09.158+0000] {logging_mixin.py:188} INFO - loading chunk:249
[2024-01-05T11:27:09.414+0000] {logging_mixin.py:188} INFO - loading chunk:250
[2024-01-05T11:27:09.766+0000] {logging_mixin.py:188} INFO - loading chunk:251
[2024-01-05T11:27:10.003+0000] {logging_mixin.py:188} INFO - loading chunk:252
[2024-01-05T11:27:10.277+0000] {logging_mixin.py:188} INFO - loading chunk:253
[2024-01-05T11:27:10.532+0000] {logging_mixin.py:188} INFO - loading chunk:254
[2024-01-05T11:27:10.770+0000] {logging_mixin.py:188} INFO - loading chunk:255
[2024-01-05T11:27:11.014+0000] {logging_mixin.py:188} INFO - loading chunk:256
[2024-01-05T11:27:11.414+0000] {logging_mixin.py:188} INFO - loading chunk:257
[2024-01-05T11:27:11.699+0000] {logging_mixin.py:188} INFO - loading chunk:258
[2024-01-05T11:27:11.962+0000] {logging_mixin.py:188} INFO - loading chunk:259
[2024-01-05T11:27:12.237+0000] {logging_mixin.py:188} INFO - loading chunk:260
[2024-01-05T11:27:12.620+0000] {logging_mixin.py:188} INFO - loading chunk:261
[2024-01-05T11:27:12.859+0000] {logging_mixin.py:188} INFO - loading chunk:262
[2024-01-05T11:27:13.099+0000] {logging_mixin.py:188} INFO - loading chunk:263
[2024-01-05T11:27:13.338+0000] {logging_mixin.py:188} INFO - loading chunk:264
[2024-01-05T11:27:13.577+0000] {logging_mixin.py:188} INFO - loading chunk:265
[2024-01-05T11:27:13.924+0000] {logging_mixin.py:188} INFO - loading chunk:266
[2024-01-05T11:27:14.194+0000] {logging_mixin.py:188} INFO - loading chunk:267
[2024-01-05T11:27:14.494+0000] {logging_mixin.py:188} INFO - loading chunk:268
[2024-01-05T11:27:14.758+0000] {logging_mixin.py:188} INFO - loading chunk:269
[2024-01-05T11:27:15.006+0000] {logging_mixin.py:188} INFO - loading chunk:270
[2024-01-05T11:27:15.368+0000] {logging_mixin.py:188} INFO - loading chunk:271
[2024-01-05T11:27:15.643+0000] {logging_mixin.py:188} INFO - loading chunk:272
[2024-01-05T11:27:15.901+0000] {logging_mixin.py:188} INFO - loading chunk:273
[2024-01-05T11:27:16.147+0000] {logging_mixin.py:188} INFO - loading chunk:274
[2024-01-05T11:27:16.388+0000] {logging_mixin.py:188} INFO - loading chunk:275
[2024-01-05T11:27:16.727+0000] {logging_mixin.py:188} INFO - loading chunk:276
[2024-01-05T11:27:16.960+0000] {logging_mixin.py:188} INFO - loading chunk:277
[2024-01-05T11:27:17.190+0000] {logging_mixin.py:188} INFO - loading chunk:278
[2024-01-05T11:27:17.440+0000] {logging_mixin.py:188} INFO - loading chunk:279
[2024-01-05T11:27:17.803+0000] {logging_mixin.py:188} INFO - loading chunk:280
[2024-01-05T11:27:18.170+0000] {logging_mixin.py:188} INFO - loading chunk:281
[2024-01-05T11:27:18.435+0000] {logging_mixin.py:188} INFO - loading chunk:282
[2024-01-05T11:27:18.757+0000] {logging_mixin.py:188} INFO - loading chunk:283
[2024-01-05T11:27:19.047+0000] {logging_mixin.py:188} INFO - loading chunk:284
[2024-01-05T11:27:19.347+0000] {logging_mixin.py:188} INFO - loading chunk:285
[2024-01-05T11:27:19.690+0000] {logging_mixin.py:188} INFO - loading chunk:286
[2024-01-05T11:27:20.081+0000] {logging_mixin.py:188} INFO - loading chunk:287
[2024-01-05T11:27:20.376+0000] {logging_mixin.py:188} INFO - loading chunk:288
[2024-01-05T11:27:20.668+0000] {logging_mixin.py:188} INFO - loading chunk:289
[2024-01-05T11:27:20.930+0000] {logging_mixin.py:188} INFO - loading chunk:290
[2024-01-05T11:27:21.279+0000] {logging_mixin.py:188} INFO - loading chunk:291
[2024-01-05T11:27:21.552+0000] {logging_mixin.py:188} INFO - loading chunk:292
[2024-01-05T11:27:21.860+0000] {logging_mixin.py:188} INFO - loading chunk:293
[2024-01-05T11:27:22.140+0000] {logging_mixin.py:188} INFO - loading chunk:294
[2024-01-05T11:27:22.393+0000] {logging_mixin.py:188} INFO - loading chunk:295
[2024-01-05T11:27:22.743+0000] {logging_mixin.py:188} INFO - loading chunk:296
[2024-01-05T11:27:23.023+0000] {logging_mixin.py:188} INFO - loading chunk:297
[2024-01-05T11:27:23.282+0000] {logging_mixin.py:188} INFO - loading chunk:298
[2024-01-05T11:27:23.549+0000] {logging_mixin.py:188} INFO - loading chunk:299
[2024-01-05T11:27:23.866+0000] {logging_mixin.py:188} INFO - loading chunk:300
[2024-01-05T11:27:24.131+0000] {logging_mixin.py:188} INFO - loading chunk:301
[2024-01-05T11:27:24.488+0000] {logging_mixin.py:188} INFO - loading chunk:302
[2024-01-05T11:27:24.745+0000] {logging_mixin.py:188} INFO - loading chunk:303
[2024-01-05T11:27:24.990+0000] {logging_mixin.py:188} INFO - loading chunk:304
[2024-01-05T11:27:25.266+0000] {logging_mixin.py:188} INFO - loading chunk:305
[2024-01-05T11:27:25.629+0000] {logging_mixin.py:188} INFO - loading chunk:306
[2024-01-05T11:27:25.899+0000] {logging_mixin.py:188} INFO - loading chunk:307
[2024-01-05T11:27:26.167+0000] {logging_mixin.py:188} INFO - loading chunk:308
[2024-01-05T11:27:26.431+0000] {logging_mixin.py:188} INFO - loading chunk:309
[2024-01-05T11:27:26.776+0000] {logging_mixin.py:188} INFO - loading chunk:310
[2024-01-05T11:27:27.235+0000] {logging_mixin.py:188} INFO - loading chunk:311
[2024-01-05T11:27:27.512+0000] {logging_mixin.py:188} INFO - loading chunk:312
[2024-01-05T11:27:27.805+0000] {logging_mixin.py:188} INFO - loading chunk:313
[2024-01-05T11:27:28.070+0000] {logging_mixin.py:188} INFO - loading chunk:314
[2024-01-05T11:27:28.316+0000] {logging_mixin.py:188} INFO - loading chunk:315
[2024-01-05T11:27:28.565+0000] {logging_mixin.py:188} INFO - loading chunk:316
[2024-01-05T11:27:28.912+0000] {logging_mixin.py:188} INFO - loading chunk:317
[2024-01-05T11:27:29.182+0000] {logging_mixin.py:188} INFO - loading chunk:318
[2024-01-05T11:27:29.444+0000] {logging_mixin.py:188} INFO - loading chunk:319
[2024-01-05T11:27:29.689+0000] {logging_mixin.py:188} INFO - loading chunk:320
[2024-01-05T11:27:30.098+0000] {logging_mixin.py:188} INFO - loading chunk:321
[2024-01-05T11:27:30.366+0000] {logging_mixin.py:188} INFO - loading chunk:322
[2024-01-05T11:27:30.652+0000] {logging_mixin.py:188} INFO - loading chunk:323
[2024-01-05T11:27:30.917+0000] {logging_mixin.py:188} INFO - loading chunk:324
[2024-01-05T11:27:31.186+0000] {logging_mixin.py:188} INFO - loading chunk:325
[2024-01-05T11:27:31.549+0000] {logging_mixin.py:188} INFO - loading chunk:326
[2024-01-05T11:27:31.788+0000] {logging_mixin.py:188} INFO - loading chunk:327
[2024-01-05T11:27:32.020+0000] {logging_mixin.py:188} INFO - loading chunk:328
[2024-01-05T11:27:32.261+0000] {logging_mixin.py:188} INFO - loading chunk:329
[2024-01-05T11:27:32.502+0000] {logging_mixin.py:188} INFO - loading chunk:330
[2024-01-05T11:27:32.741+0000] {logging_mixin.py:188} INFO - loading chunk:331
[2024-01-05T11:27:33.115+0000] {logging_mixin.py:188} INFO - loading chunk:332
[2024-01-05T11:27:33.357+0000] {logging_mixin.py:188} INFO - loading chunk:333
[2024-01-05T11:27:33.592+0000] {logging_mixin.py:188} INFO - loading chunk:334
[2024-01-05T11:27:33.829+0000] {logging_mixin.py:188} INFO - loading chunk:335
[2024-01-05T11:27:34.169+0000] {logging_mixin.py:188} INFO - loading chunk:336
[2024-01-05T11:27:34.425+0000] {logging_mixin.py:188} INFO - loading chunk:337
[2024-01-05T11:27:34.723+0000] {logging_mixin.py:188} INFO - loading chunk:338
[2024-01-05T11:27:35.018+0000] {logging_mixin.py:188} INFO - loading chunk:339
[2024-01-05T11:27:35.313+0000] {logging_mixin.py:188} INFO - loading chunk:340
[2024-01-05T11:27:35.643+0000] {logging_mixin.py:188} INFO - loading chunk:341
[2024-01-05T11:27:36.102+0000] {logging_mixin.py:188} INFO - loading chunk:342
[2024-01-05T11:27:36.408+0000] {logging_mixin.py:188} INFO - loading chunk:343
[2024-01-05T11:27:36.713+0000] {logging_mixin.py:188} INFO - loading chunk:344
[2024-01-05T11:27:37.014+0000] {logging_mixin.py:188} INFO - loading chunk:345
[2024-01-05T11:27:37.290+0000] {logging_mixin.py:188} INFO - loading chunk:346
[2024-01-05T11:27:37.625+0000] {logging_mixin.py:188} INFO - loading chunk:347
[2024-01-05T11:27:37.854+0000] {logging_mixin.py:188} INFO - loading chunk:348
[2024-01-05T11:27:38.089+0000] {logging_mixin.py:188} INFO - loading chunk:349
[2024-01-05T11:27:38.322+0000] {logging_mixin.py:188} INFO - loading chunk:350
[2024-01-05T11:27:38.661+0000] {logging_mixin.py:188} INFO - loading chunk:351
[2024-01-05T11:27:38.890+0000] {logging_mixin.py:188} INFO - loading chunk:352
[2024-01-05T11:27:39.121+0000] {logging_mixin.py:188} INFO - loading chunk:353
[2024-01-05T11:27:39.381+0000] {logging_mixin.py:188} INFO - loading chunk:354
[2024-01-05T11:27:39.656+0000] {logging_mixin.py:188} INFO - loading chunk:355
[2024-01-05T11:27:40.044+0000] {logging_mixin.py:188} INFO - loading chunk:356
[2024-01-05T11:27:40.304+0000] {logging_mixin.py:188} INFO - loading chunk:357
[2024-01-05T11:27:40.559+0000] {logging_mixin.py:188} INFO - loading chunk:358
[2024-01-05T11:27:40.819+0000] {logging_mixin.py:188} INFO - loading chunk:359
[2024-01-05T11:27:41.083+0000] {logging_mixin.py:188} INFO - loading chunk:360
[2024-01-05T11:27:41.317+0000] {logging_mixin.py:188} INFO - loading chunk:361
[2024-01-05T11:27:41.656+0000] {logging_mixin.py:188} INFO - loading chunk:362
[2024-01-05T11:27:41.904+0000] {logging_mixin.py:188} INFO - loading chunk:363
[2024-01-05T11:27:42.165+0000] {logging_mixin.py:188} INFO - loading chunk:364
[2024-01-05T11:27:42.435+0000] {logging_mixin.py:188} INFO - loading chunk:365
[2024-01-05T11:27:42.856+0000] {logging_mixin.py:188} INFO - loading chunk:366
[2024-01-05T11:27:43.152+0000] {logging_mixin.py:188} INFO - loading chunk:367
[2024-01-05T11:27:43.445+0000] {logging_mixin.py:188} INFO - loading chunk:368
[2024-01-05T11:27:43.712+0000] {logging_mixin.py:188} INFO - loading chunk:369
[2024-01-05T11:27:43.952+0000] {logging_mixin.py:188} INFO - loading chunk:370
[2024-01-05T11:27:44.227+0000] {logging_mixin.py:188} INFO - loading chunk:371
[2024-01-05T11:27:44.608+0000] {logging_mixin.py:188} INFO - loading chunk:372
[2024-01-05T11:27:44.854+0000] {logging_mixin.py:188} INFO - loading chunk:373
[2024-01-05T11:27:45.102+0000] {logging_mixin.py:188} INFO - loading chunk:374
[2024-01-05T11:27:45.345+0000] {logging_mixin.py:188} INFO - loading chunk:375
[2024-01-05T11:27:45.622+0000] {logging_mixin.py:188} INFO - loading chunk:376
[2024-01-05T11:27:45.981+0000] {logging_mixin.py:188} INFO - loading chunk:377
[2024-01-05T11:27:46.240+0000] {logging_mixin.py:188} INFO - loading chunk:378
[2024-01-05T11:27:46.478+0000] {logging_mixin.py:188} INFO - loading chunk:379
[2024-01-05T11:27:46.715+0000] {logging_mixin.py:188} INFO - loading chunk:380
[2024-01-05T11:27:46.950+0000] {logging_mixin.py:188} INFO - loading chunk:381
[2024-01-05T11:27:47.204+0000] {logging_mixin.py:188} INFO - loading chunk:382
[2024-01-05T11:27:47.556+0000] {logging_mixin.py:188} INFO - loading chunk:383
[2024-01-05T11:27:47.794+0000] {logging_mixin.py:188} INFO - loading chunk:384
[2024-01-05T11:27:48.036+0000] {logging_mixin.py:188} INFO - loading chunk:385
[2024-01-05T11:27:48.269+0000] {logging_mixin.py:188} INFO - loading chunk:386
[2024-01-05T11:27:48.521+0000] {logging_mixin.py:188} INFO - loading chunk:387
[2024-01-05T11:27:48.870+0000] {logging_mixin.py:188} INFO - loading chunk:388
[2024-01-05T11:27:49.101+0000] {logging_mixin.py:188} INFO - loading chunk:389
[2024-01-05T11:27:49.332+0000] {logging_mixin.py:188} INFO - loading chunk:390
[2024-01-05T11:27:49.575+0000] {logging_mixin.py:188} INFO - loading chunk:391
[2024-01-05T11:27:49.814+0000] {logging_mixin.py:188} INFO - loading chunk:392
[2024-01-05T11:27:50.193+0000] {logging_mixin.py:188} INFO - loading chunk:393
[2024-01-05T11:27:50.448+0000] {logging_mixin.py:188} INFO - loading chunk:394
[2024-01-05T11:27:50.684+0000] {logging_mixin.py:188} INFO - loading chunk:395
[2024-01-05T11:27:50.920+0000] {logging_mixin.py:188} INFO - loading chunk:396
[2024-01-05T11:27:51.158+0000] {logging_mixin.py:188} INFO - loading chunk:397
[2024-01-05T11:27:51.503+0000] {logging_mixin.py:188} INFO - loading chunk:398
[2024-01-05T11:27:51.761+0000] {logging_mixin.py:188} INFO - loading chunk:399
[2024-01-05T11:27:52.000+0000] {logging_mixin.py:188} INFO - loading chunk:400
[2024-01-05T11:27:52.237+0000] {logging_mixin.py:188} INFO - loading chunk:401
[2024-01-05T11:27:52.485+0000] {logging_mixin.py:188} INFO - loading chunk:402
[2024-01-05T11:27:52.719+0000] {logging_mixin.py:188} INFO - loading chunk:403
[2024-01-05T11:27:53.064+0000] {logging_mixin.py:188} INFO - loading chunk:404
[2024-01-05T11:27:53.303+0000] {logging_mixin.py:188} INFO - loading chunk:405
[2024-01-05T11:27:53.551+0000] {logging_mixin.py:188} INFO - loading chunk:406
[2024-01-05T11:27:53.785+0000] {logging_mixin.py:188} INFO - loading chunk:407
[2024-01-05T11:27:54.014+0000] {logging_mixin.py:188} INFO - loading chunk:408
[2024-01-05T11:27:54.364+0000] {logging_mixin.py:188} INFO - loading chunk:409
[2024-01-05T11:27:54.607+0000] {logging_mixin.py:188} INFO - loading chunk:410
[2024-01-05T11:27:54.852+0000] {logging_mixin.py:188} INFO - loading chunk:411
[2024-01-05T11:27:55.089+0000] {logging_mixin.py:188} INFO - loading chunk:412
[2024-01-05T11:27:55.345+0000] {logging_mixin.py:188} INFO - loading chunk:413
[2024-01-05T11:27:55.614+0000] {logging_mixin.py:188} INFO - loading chunk:414
[2024-01-05T11:27:55.998+0000] {logging_mixin.py:188} INFO - loading chunk:415
[2024-01-05T11:27:56.233+0000] {logging_mixin.py:188} INFO - loading chunk:416
[2024-01-05T11:27:56.498+0000] {logging_mixin.py:188} INFO - loading chunk:417
[2024-01-05T11:27:56.729+0000] {logging_mixin.py:188} INFO - loading chunk:418
[2024-01-05T11:27:56.965+0000] {logging_mixin.py:188} INFO - loading chunk:419
[2024-01-05T11:27:57.378+0000] {logging_mixin.py:188} INFO - loading chunk:420
[2024-01-05T11:27:57.639+0000] {logging_mixin.py:188} INFO - loading chunk:421
[2024-01-05T11:27:57.880+0000] {logging_mixin.py:188} INFO - loading chunk:422
[2024-01-05T11:27:58.117+0000] {logging_mixin.py:188} INFO - loading chunk:423
[2024-01-05T11:27:58.356+0000] {logging_mixin.py:188} INFO - loading chunk:424
[2024-01-05T11:27:58.702+0000] {logging_mixin.py:188} INFO - loading chunk:425
[2024-01-05T11:27:58.940+0000] {logging_mixin.py:188} INFO - loading chunk:426
[2024-01-05T11:27:59.174+0000] {logging_mixin.py:188} INFO - loading chunk:427
[2024-01-05T11:27:59.408+0000] {logging_mixin.py:188} INFO - loading chunk:428
[2024-01-05T11:27:59.649+0000] {logging_mixin.py:188} INFO - loading chunk:429
[2024-01-05T11:27:59.882+0000] {logging_mixin.py:188} INFO - loading chunk:430
[2024-01-05T11:28:00.238+0000] {logging_mixin.py:188} INFO - loading chunk:431
[2024-01-05T11:28:00.484+0000] {logging_mixin.py:188} INFO - loading chunk:432
[2024-01-05T11:28:00.728+0000] {logging_mixin.py:188} INFO - loading chunk:433
[2024-01-05T11:28:00.968+0000] {logging_mixin.py:188} INFO - loading chunk:434
[2024-01-05T11:28:01.212+0000] {logging_mixin.py:188} INFO - loading chunk:435
[2024-01-05T11:28:01.587+0000] {logging_mixin.py:188} INFO - loading chunk:436
[2024-01-05T11:28:01.856+0000] {logging_mixin.py:188} INFO - loading chunk:437
[2024-01-05T11:28:02.115+0000] {logging_mixin.py:188} INFO - loading chunk:438
[2024-01-05T11:28:02.351+0000] {logging_mixin.py:188} INFO - loading chunk:439
[2024-01-05T11:28:02.709+0000] {logging_mixin.py:188} INFO - loading chunk:440
[2024-01-05T11:28:02.949+0000] {logging_mixin.py:188} INFO - loading chunk:441
[2024-01-05T11:28:03.376+0000] {logging_mixin.py:188} INFO - loading chunk:442
[2024-01-05T11:28:03.618+0000] {logging_mixin.py:188} INFO - loading chunk:443
[2024-01-05T11:28:03.863+0000] {logging_mixin.py:188} INFO - loading chunk:444
[2024-01-05T11:28:04.103+0000] {logging_mixin.py:188} INFO - loading chunk:445
[2024-01-05T11:28:04.455+0000] {logging_mixin.py:188} INFO - loading chunk:446
[2024-01-05T11:28:04.691+0000] {logging_mixin.py:188} INFO - loading chunk:447
[2024-01-05T11:28:04.941+0000] {logging_mixin.py:188} INFO - loading chunk:448
[2024-01-05T11:28:05.190+0000] {logging_mixin.py:188} INFO - loading chunk:449
[2024-01-05T11:28:05.440+0000] {logging_mixin.py:188} INFO - loading chunk:450
[2024-01-05T11:28:05.806+0000] {logging_mixin.py:188} INFO - loading chunk:451
[2024-01-05T11:28:06.048+0000] {logging_mixin.py:188} INFO - loading chunk:452
[2024-01-05T11:28:06.325+0000] {logging_mixin.py:188} INFO - loading chunk:453
[2024-01-05T11:28:06.621+0000] {logging_mixin.py:188} INFO - loading chunk:454
[2024-01-05T11:28:06.903+0000] {logging_mixin.py:188} INFO - loading chunk:455
[2024-01-05T11:28:07.147+0000] {logging_mixin.py:188} INFO - loading chunk:456
[2024-01-05T11:28:07.522+0000] {logging_mixin.py:188} INFO - loading chunk:457
[2024-01-05T11:28:07.773+0000] {logging_mixin.py:188} INFO - loading chunk:458
[2024-01-05T11:28:08.028+0000] {logging_mixin.py:188} INFO - loading chunk:459
[2024-01-05T11:28:08.265+0000] {logging_mixin.py:188} INFO - loading chunk:460
[2024-01-05T11:28:08.508+0000] {logging_mixin.py:188} INFO - loading chunk:461
[2024-01-05T11:28:08.878+0000] {logging_mixin.py:188} INFO - loading chunk:462
[2024-01-05T11:28:09.121+0000] {logging_mixin.py:188} INFO - loading chunk:463
[2024-01-05T11:28:09.368+0000] {logging_mixin.py:188} INFO - loading chunk:464
[2024-01-05T11:28:09.599+0000] {logging_mixin.py:188} INFO - loading chunk:465
[2024-01-05T11:28:09.881+0000] {logging_mixin.py:188} INFO - loading chunk:466
[2024-01-05T11:28:10.177+0000] {logging_mixin.py:188} INFO - loading chunk:467
[2024-01-05T11:28:10.572+0000] {logging_mixin.py:188} INFO - loading chunk:468
[2024-01-05T11:28:10.830+0000] {logging_mixin.py:188} INFO - loading chunk:469
[2024-01-05T11:28:11.089+0000] {logging_mixin.py:188} INFO - loading chunk:470
[2024-01-05T11:28:11.336+0000] {logging_mixin.py:188} INFO - loading chunk:471
[2024-01-05T11:28:11.583+0000] {logging_mixin.py:188} INFO - loading chunk:472
[2024-01-05T11:28:11.950+0000] {logging_mixin.py:188} INFO - loading chunk:473
[2024-01-05T11:28:12.194+0000] {logging_mixin.py:188} INFO - loading chunk:474
[2024-01-05T11:28:12.439+0000] {logging_mixin.py:188} INFO - loading chunk:475
[2024-01-05T11:28:12.683+0000] {logging_mixin.py:188} INFO - loading chunk:476
[2024-01-05T11:28:12.934+0000] {logging_mixin.py:188} INFO - loading chunk:477
[2024-01-05T11:28:13.319+0000] {logging_mixin.py:188} INFO - loading chunk:478
[2024-01-05T11:28:13.596+0000] {logging_mixin.py:188} INFO - loading chunk:479
[2024-01-05T11:28:13.880+0000] {logging_mixin.py:188} INFO - loading chunk:480
[2024-01-05T11:28:14.168+0000] {logging_mixin.py:188} INFO - loading chunk:481
[2024-01-05T11:28:14.409+0000] {logging_mixin.py:188} INFO - loading chunk:482
[2024-01-05T11:28:14.653+0000] {logging_mixin.py:188} INFO - loading chunk:483
[2024-01-05T11:28:15.018+0000] {logging_mixin.py:188} INFO - loading chunk:484
[2024-01-05T11:28:15.267+0000] {logging_mixin.py:188} INFO - loading chunk:485
[2024-01-05T11:28:15.524+0000] {logging_mixin.py:188} INFO - loading chunk:486
[2024-01-05T11:28:15.769+0000] {logging_mixin.py:188} INFO - loading chunk:487
[2024-01-05T11:28:16.004+0000] {logging_mixin.py:188} INFO - loading chunk:488
[2024-01-05T11:28:16.252+0000] {logging_mixin.py:188} INFO - loading chunk:489
[2024-01-05T11:28:16.600+0000] {logging_mixin.py:188} INFO - loading chunk:490
[2024-01-05T11:28:16.840+0000] {logging_mixin.py:188} INFO - loading chunk:491
[2024-01-05T11:28:17.071+0000] {logging_mixin.py:188} INFO - loading chunk:492
[2024-01-05T11:28:17.305+0000] {logging_mixin.py:188} INFO - loading chunk:493
[2024-01-05T11:28:17.539+0000] {logging_mixin.py:188} INFO - loading chunk:494
[2024-01-05T11:28:17.902+0000] {logging_mixin.py:188} INFO - loading chunk:495
[2024-01-05T11:28:18.140+0000] {logging_mixin.py:188} INFO - loading chunk:496
[2024-01-05T11:28:18.405+0000] {logging_mixin.py:188} INFO - loading chunk:497
[2024-01-05T11:28:18.644+0000] {logging_mixin.py:188} INFO - loading chunk:498
[2024-01-05T11:28:18.891+0000] {logging_mixin.py:188} INFO - loading chunk:499
[2024-01-05T11:28:19.131+0000] {logging_mixin.py:188} INFO - loading chunk:500
